Client,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder
1219,347.3221428571,347.3221428571,2,2,368.4928571429,368.4928571429,71.4285714286,19.6714285714,246.3214285714,13,13,2,3,5
1422,10.5610714286,1.6332142857,7,2,3.27,1.6071428571,0,0,0,6,1,0,0,0
78,4312.9635714286,4312.9635714286,5,5,2721.265,2721.265,435.4785714286,1592.8235714286,683.6071428571,64,64,3,47,10
972,970.15,970.1460714286,7,6,935.2321428571,935.2321428571,285.7142857143,25.9821428571,620.0357142857,19,19,3,1,14
1474,263.1917857143,262.7717857143,4,3,342.0357142857,342.0357142857,0,0,338.6428571429,8,8,0,0,7
1174,2115.8610714286,2115.8610714286,5,5,2243.7857142857,2243.7857142857,0,0,2239.2857142857,12,12,0,0,10
949,3112.7978571429,2980.3525,10,5,5846.5267857143,5578.7160714286,642.8571428571,775.61,1721.3453571429,38,31,2,14,11
1338,0.0010714286,0.0010714286,1,1,0,0,0,0,0,0,0,0,0,0
539,518.5721428571,518.5721428571,3,3,355.5714285714,355.5714285714,178.5714285714,170.75,0,14,14,2,5,0
323,768.7171428571,768.7171428571,6,6,837.0317857143,837.0317857143,785.7142857143,0,47.9246428571,10,10,7,0,2
587,1434.4435714286,1428.5917857143,4,3,607.8214285714,607.8214285714,0,0,607.8214285714,5,5,0,0,5
905,573.8610714286,573.8610714286,2,2,634.8453571429,634.8453571429,0,0,631.4525,2,2,0,0,1
547,528.9292857143,526.3135714286,3,2,325.9857142857,325.9857142857,0,102.0928571429,222.8214285714,11,11,0,2,8
1407,700.7367857143,700.7367857143,2,2,203.7857142857,203.7857142857,0,11.1785714286,190.5357142857,5,5,0,1,3
668,3420.0796428572,2734.4196428572,36,30,3706.8721428572,2836.0607142857,339.2857142857,638.7571428571,1260.2857142857,99,72,10,33,20
945,436.0360714286,436.0360714286,2,2,430.5357142857,430.5357142857,428.5714285714,0,0,2,2,1,0,0
1330,343.3767857143,343.3767857143,3,3,342.8571428571,342.8571428571,342.8571428571,0,0,2,2,2,0,0
258,1447.7685714286,1447.7685714286,2,2,1977.8214285714,1977.8214285714,1500,0,474.2142857143,9,9,3,0,5
409,469.1796428571,469.1796428571,3,3,465.0928571429,465.0928571429,178.5714285714,11.4142857143,271.7142857143,12,12,1,1,9
380,390.2275,390.2275,2,2,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
15,47.4375,47.4375,2,2,20.8035714286,20.8035714286,0,17.4107142857,0,2,2,0,1,0
725,1156.5575,1156.5575,6,6,0,0,0,0,0,0,0,0,0,0
1160,884.5928571429,865.2971428571,3,2,929.5178571429,925.625,285.7142857143,190.8142857143,178.6428571429,28,26,3,9,7
892,608.755,608.755,3,3,782.6464285714,782.6464285714,178.5714285714,0,251.3214285714,12,12,3,0,4
877,1272.2310714286,1272.2310714286,8,8,1317.6428571429,1317.6428571429,207.1428571429,165.9285714286,941.6071428571,13,13,2,7,2
428,560.6892857143,560.6892857143,3,3,1242.7839285714,1242.7839285714,714.2857142857,0,525.7839285714,12,12,3,0,7
686,513.3592857143,513.3592857143,3,3,496.74,496.74,0,0,119.2185714286,7,7,0,0,5
418,627.6103571429,627.6103571429,2,2,1082.2107142857,1082.2107142857,1078.2821428572,0,0,9,9,6,0,0
1583,725.0517857143,725.0517857143,2,2,1095.4285714286,1095.4285714286,857.1428571429,63.9285714286,171.9642857143,10,10,3,1,4
745,901.9928571429,901.9928571429,2,2,1019.5714285714,1019.5714285714,785.7142857143,0,231.25,6,6,2,0,3
44,0.1964285714,0.1964285714,1,1,362.6428571429,362.6428571429,0,0,0,3,3,0,0,0
349,2.4082142857,0.0225,2,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
499,485.7153571429,485.7153571429,5,5,729.5557142857,729.5557142857,35.7142857143,518.1557142857,174.4357142857,37,37,1,32,3
929,0.0003571429,0.0003571429,1,1,0,0,0,0,0,0,0,0,0,0
474,723.1857142857,723.1857142857,2,2,761.8928571429,761.8928571429,517.8571428571,0,240.7857142857,12,12,5,0,3
568,18.2992857143,0.0010714286,4,1,5.9285714286,3.5714285714,0,0,0,6,2,0,0,0
777,1864.1025,1864.1025,8,8,1372.87,1372.87,96.4285714286,492.6914285714,780.1785714286,36,36,3,20,10
1335,1515.2725,1352.7235714286,12,9,1326.0453571429,1163.5021428572,178.5714285714,147.5960714286,672.1785714286,25,22,2,8,8
488,866.0196428571,864.9610714286,4,3,695.5725,695.5725,267.8571428571,162.8225,263.4285714286,22,22,4,8,8
1533,214.2860714286,214.2860714286,2,2,239.4871428571,239.4871428571,0,13.7857142857,221.2003571429,4,4,0,1,1
1052,35.7142857143,35.7142857143,1,1,0,0,0,0,0,0,0,0,0,0
847,0.0157142857,0.0157142857,1,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
233,821.4321428571,821.4321428571,3,3,6.25,6.25,0,0,0,2,2,0,0,0
1327,275.1553571429,139.2864285714,3,2,144.1685714286,142.3828571429,0,0,0,3,2,0,0,0
1537,149.8985714286,149.8985714286,3,3,466.1285714286,466.1285714286,121.4285714286,181.3071428571,160.7142857143,19,19,3,13,1
719,250.0021428571,250.0021428571,2,2,303.3571428571,303.3571428571,32.1428571429,142.6428571429,128.5714285714,11,11,1,8,2
1545,0.0517857143,0.0075,8,1,14.2982142857,14.2857142857,0,0,0,6,1,0,0,0
1558,388.735,388.735,3,3,545.2685714286,545.2685714286,375,30.7685714286,139.2857142857,14,14,7,5,1
83,569.7671428571,568.7203571429,4,3,225.0714285714,225.0714285714,0,0,224.3928571429,4,4,0,0,3
1427,4.2496428571,0.0003571429,2,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
182,606.54,606.54,7,7,962.6625,962.6625,225,578.8057142857,158.8567857143,43,43,8,32,3
791,1820.9332142857,464.4342857143,11,2,2033.3657142857,1105.7228571429,0,692.9285714286,0,18,3,0,9,0
465,2970.7028571429,2895.99,7,3,2968.4203571429,2946.0478571429,800,620.9146428571,385.25,84,79,25,20,7
1463,727.9296428571,727.9296428571,4,4,985.3571428571,985.3571428571,482.1428571429,0,499.9642857143,14,14,5,0,5
149,635.215,635.215,2,2,629.1071428571,629.1071428571,0,0,0,2,2,0,0,0
822,676.3707142857,601.4339285714,5,3,690.0557142857,690.0557142857,0,293.8414285714,210.8571428571,22,22,0,15,4
1417,393.42,393.3978571429,3,2,303.0357142857,303.0357142857,192.8571428571,0,106.7857142857,7,7,3,0,3
961,125.0003571429,125.0003571429,2,2,128.9857142857,128.9857142857,0,0,0,3,3,0,0,0
1143,847.8353571429,847.8353571429,2,2,260.2857142857,260.2857142857,0,0,257.25,7,7,0,0,6
540,82.1857142857,0.0142857143,3,1,535.7142857143,535.7142857143,535.7142857143,0,0,1,1,1,0,0
246,1190.1578571429,1128.1821428572,5,4,1128.9892857143,1126.1678571429,317.8571428571,169.9178571429,515.3214285714,37,36,4,16,14
1200,2621.3525,1872.0553571429,33,23,3043.3957142857,1872.0553571429,392.8571428571,315.0910714286,53.0357142857,51,28,6,9,5
1001,1302.1778571429,1302.1778571429,2,2,610.3839285714,610.3839285714,353.1696428571,149.7142857143,104.3571428571,15,15,4,3,5
1273,1258.2060714286,1258.2060714286,4,4,921.7364285714,921.7364285714,57.1428571429,194.5107142857,666.69,23,23,2,13,7
625,165.0817857143,165.0817857143,2,2,180.5357142857,180.5357142857,178.5714285714,0,0,2,2,1,0,0
1571,0.0003571429,0.0003571429,1,1,2.6785714286,2.6785714286,0,0,0,2,2,0,0,0
1064,1314.1557142857,1068.5739285714,11,5,1216.635,1120.4207142857,53.5714285714,106.1071428571,820.9285714286,20,14,2,6,7
989,692.0114285714,692.0114285714,3,3,982.2507142857,982.2507142857,253.5714285714,636.5364285714,85,37,37,6,27,3
700,60.7171428571,60.7171428571,2,2,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
1177,8209.6242857143,8209.6242857143,9,9,6043.2039285714,6043.2039285714,1438.9607142857,1624.5903571429,2950.75,75,75,12,37,15
396,428.5717857143,428.5717857143,2,2,461.8785714286,461.8785714286,17.8571428571,19.0214285714,425,6,6,1,3,2
523,132.1432142857,132.1432142857,3,3,163.6821428571,163.6821428571,60.7142857143,65.6464285714,37.3214285714,11,11,5,4,2
1159,2501.0460714286,2500.0028571429,7,6,4964.9642857143,2464.9642857143,1250,0,1211.3928571429,25,20,5,0,11
890,1394.6492857143,1394.6482142857,5,4,1577.5071428572,1577.5071428572,0,0,1178.5714285714,4,4,0,0,1
1432,628.8253571429,628.8253571429,5,5,590.4992857143,590.4992857143,306.7857142857,152.0014285714,125,23,23,7,11,3
441,371.4307142857,371.4307142857,5,5,311.2607142857,311.2607142857,25,65.1178571429,203.2857142857,8,8,2,2,3
922,0.0189285714,0.0189285714,1,1,4.2892857143,4.2892857143,0,1.7892857143,0,3,3,0,1,0
1218,250.6489285714,241.8342857143,3,2,3220.5353571429,6.2496428571,0,0,3214.2857142857,5,2,0,0,3
97,3048.8942857143,2560.7635714286,20,14,2644.3185714286,2314.8832142857,1057.1428571429,304.3317857143,433.1928571429,53,44,9,15,10
1271,865.7125,865.6992857143,5,4,1144.8317857143,1144.8317857143,125,401.6525,614.7864285714,30,30,1,15,13
286,0.0035714286,0.0035714286,1,1,0,0,0,0,0,0,0,0,0,0
780,1239.3803571429,789.23,23,16,1109.3167857143,760.6585714286,142.8571428571,0,164.8214285714,32,15,5,0,5
871,5649.1685714286,5415.5853571429,7,3,5755.8210714286,5713.755,714.2857142857,88.5357142857,4334.2396428572,21,16,1,2,8
641,4597.5039285714,4080.6585714286,7,6,4871.2978571429,4354.4525,1428.5714285714,57.1428571429,2340.4642857143,35,34,4,8,18
17,1309.4746428572,1309.4746428572,4,4,5000.5153571429,5000.5153571429,803.5714285714,168.9260714286,4023.7678571429,33,33,5,7,20
287,541.4475,541.4475,5,5,471.8478571429,471.8478571429,0,173.4546428571,296.9646428571,24,24,0,20,3
943,205.9682142857,205.9682142857,2,2,211.8046428571,211.8046428571,21.4285714286,133.2367857143,56.925,15,15,2,11,1
40,0.0010714286,0.0010714286,1,1,18.0357142857,18.0357142857,0,0,18.0357142857,1,1,0,0,1
260,770.585,770.585,5,5,346.8214285714,346.8214285714,0,75.3928571429,268.0357142857,14,14,0,2,11
503,771.4689285714,771.4689285714,3,3,673.8928571429,673.8928571429,392.8571428571,0,278.4285714286,11,11,4,0,4
39,670.2682142857,615.5467857143,4,3,756.5846428571,747.6917857143,196.4285714286,336.8703571429,71.4285714286,35,33,1,28,1
881,0.0035714286,0.0035714286,1,1,107.6071428571,107.6071428571,107.1428571429,0,0,2,2,1,0,0
369,1217.8728571429,1017.8675,4,3,770.2142857143,754.3571428571,0,0,457.5714285714,8,6,0,0,4
309,0.06,0.06,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
1155,107.1432142857,107.1432142857,2,2,107.8571428571,107.8571428571,107.1428571429,0,0,3,3,2,0,0
213,403.2525,403.2525,3,3,388.8928571429,388.8928571429,64.2857142857,0,324.6071428571,2,2,1,0,1
950,218.2932142857,218.2932142857,2,2,295.5089285714,295.5089285714,0,0,292.1160714286,5,5,0,0,4
517,570.1578571429,570.1578571429,2,2,557.8964285714,557.8964285714,71.4285714286,224.1464285714,251.1785714286,17,17,2,10,3
1455,926.3739285714,926.1860714286,4,3,28189.35,28189.35,71.4285714286,984.5275,27129.2142857143,32,32,1,23,6
1083,1076.2221428572,1076.2221428572,2,2,1078.7632142857,1078.7632142857,0,0,0,4,4,0,0,0
1609,75,75,1,1,92.9285714286,92.9285714286,0,0,92.9285714286,2,2,0,0,2
1120,35.7142857143,35.7142857143,1,1,34.64,34.64,10.7142857143,23.9257142857,0,2,2,1,1,0
1080,0,0,0,0,0.8939285714,0.8939285714,0,0,0,1,1,0,0,0
80,25.0003571429,25.0003571429,2,2,18.6214285714,18.6214285714,0,18.6214285714,0,6,6,0,6,0
646,948.2732142857,888.9685714286,12,10,898.8360714286,839.5607142857,42.8571428571,32.4703571429,704.5,17,15,3,3,5
392,12490.675,8719.9660714286,12,9,6474.8828571429,2903.4542857143,0,329.2757142857,2574.1785714286,19,18,0,2,16
613,0.7196428571,0.0053571429,2,1,1.4285714286,0,0,0,0,2,0,0,0,0
1138,282.1446428571,282.1446428571,2,2,348.9285714286,348.9285714286,214.2857142857,0,132.1428571429,7,7,2,0,4
593,459.7996428571,459.7996428571,2,2,1142.6285714286,1142.6285714286,0,164.0928571429,975.1428571429,9,9,0,3,5
567,3734.5960714286,3734.5960714286,4,4,4495,4495,357.1428571429,0,4134.9285714286,13,13,2,0,10
572,732.0407142857,732.0407142857,3,3,1914.3407142857,1914.3407142857,1107.1428571429,299.2696428571,502.2853571429,28,28,5,9,9
71,271.4303571429,271.4303571429,2,2,301.5,301.5,178.5714285714,0,120.3214285714,6,6,2,0,3
658,0.0725,0.0710714286,5,1,1128.2514285714,1128.25,0,0,53.5714285714,7,3,0,0,1
326,0.0228571429,0.0228571429,1,1,757.0714285714,757.0714285714,0,0,752.9642857143,3,3,0,0,2
328,1408.4760714286,1408.4760714286,2,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
167,232.8639285714,232.8639285714,3,3,170.625,170.625,42.8571428571,90.7321428571,37.0357142857,15,15,3,8,4
357,0.0028571429,0.0028571429,1,1,349.8321428571,349.8321428571,0,0,0,3,3,0,0,0
413,19345.7546428571,10941.4525,17,7,12033.8567857143,9433.3153571429,1650,1406.1128571429,8049.5357142857,69,35,12,16,25
30,4911.4203571429,4839.8096428572,10,5,3119.2717857143,2822.1182142857,528.5714285714,378.5357142857,2128.6367857143,44,19,4,26,9
1382,1411.1507142857,1006.8753571429,27,20,1424.1789285714,971.7325,189.2857142857,215.1,160.6785714286,32,20,1,8,3
1573,3912.39,1822.7685714286,22,10,2271.4657142857,1227.4139285714,125,256.8389285714,806.0357142857,46,19,6,18,8
156,1830.4546428572,1826.0492857143,7,5,4655.5357142857,4655.5357142857,0,0,1012.6785714286,8,8,0,0,6
937,378.0742857143,378.0742857143,2,2,433.0357142857,433.0357142857,107.1428571429,0,322.6428571429,8,8,1,0,6
1561,1250.1635714286,1142.8596428572,6,4,1964.5467857143,1285.9753571429,246.4285714286,670.1289285714,104.75,21,19,2,12,1
1525,1758.3157142857,1744.7746428572,4,2,998.0253571429,998.0253571429,0,0,994.2039285714,9,9,0,0,8
1171,515.7878571429,515.7878571429,4,4,421.8214285714,421.8214285714,60.7142857143,238.8928571429,121.7857142857,10,10,2,3,4
1484,1355.0885714286,1355.0885714286,5,5,768.625,768.625,107.1428571429,302.4464285714,357.7857142857,23,23,1,16,5
534,2227.9314285714,2227.9314285714,17,17,2113.2778571429,2113.2778571429,0,463.0696428571,1649.0296428572,24,24,0,4,19
797,1778.6664285714,1061.265,8,5,1478.8210714286,1478.8210714286,857.1428571429,0,545.1782142857,15,15,2,0,11
1290,390.7153571429,390.7153571429,6,6,264.0535714286,264.0535714286,0,70.9107142857,186,8,8,0,6,1
1493,989.5010714286,989.5010714286,4,4,1079.3410714286,1079.3410714286,428.5714285714,244.0732142857,284.8928571429,26,26,4,11,8
98,153.5721428571,153.5721428571,5,5,236.5885714286,236.5885714286,0,7.16,226.0357142857,7,7,0,1,5
699,1033.4960714286,778.37,8,6,661.4832142857,566.1260714286,89.2857142857,0,216.8928571429,13,10,2,0,5
543,0.0007142857,0.0007142857,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1451,107.1457142857,107.1457142857,2,2,304.0685714286,304.0685714286,250,54.0685714286,0,2,2,1,1,0
1189,324.3660714286,323.2625,3,2,233.4642857143,233.4642857143,178.5714285714,0,53.5714285714,4,4,1,0,1
1347,403.5607142857,403.5607142857,4,4,425.9642857143,425.9642857143,357.1428571429,0,65.4285714286,8,8,3,0,4
1578,470.5042857143,470.5042857143,2,2,586.9057142857,586.9057142857,89.2857142857,160.5128571429,333.7142857143,22,22,2,12,7
436,1205.715,1205.715,6,6,1136.5,1136.5,660.7142857143,52.7142857143,420.0357142857,17,17,6,2,4
35,0.0396428571,0.0396428571,1,1,698.2428571429,698.2428571429,107.1428571429,290.4928571429,245.7857142857,21,21,6,9,4
362,2119.2203571429,1590.4657142857,21,18,2208.1378571429,1672.4228571429,214.2857142857,238.5892857143,443.1428571429,46,30,4,15,5
997,571.3096428571,548.645,5,4,3099.3107142857,599.3107142857,392.8571428571,107.8464285714,96.4285714286,12,11,3,4,2
263,76.7871428571,76.7871428571,3,3,256.0714285714,256.0714285714,135.7142857143,2.5,117.8571428571,5,5,2,1,2
1324,358.5242857143,357.145,3,2,22.7857142857,22.7857142857,0,0,21.4642857143,3,3,0,0,2
1170,866.2775,865.7514285714,4,3,752.2857142857,752.2857142857,107.1428571429,0,642.8571428571,8,8,3,0,3
525,442.7532142857,442.2196428571,4,3,881.2857142857,881.2857142857,357.1428571429,0,519.75,6,6,1,0,4
275,592.0360714286,592.0360714286,5,5,611.9285714286,611.9285714286,182.1428571429,0,417.4285714286,13,13,5,0,2
227,52.4225,0.0032142857,2,1,0,0,0,0,0,0,0,0,0,0
256,1492.9939285714,1443.505,4,2,612.2060714286,612.2060714286,107.1428571429,262.3528571429,0,14,14,2,7,0
856,0.0003571429,0.0003571429,1,1,0,0,0,0,0,0,0,0,0,0
601,2363.5778571429,2357.1489285714,4,2,2875.3928571429,518.25,0,380.75,137.5,6,5,0,4,1
598,835.7310714286,691.8667857143,14,10,550.9125,485.1660714286,74.2814285714,170.6275,95.2142857143,38,32,4,18,1
501,356.2885714286,352.1092857143,3,2,163.0357142857,163.0357142857,0,0,161.7142857143,3,3,0,0,2
1357,14.2857142857,14.2857142857,1,1,14.2857142857,14.2857142857,14.2857142857,0,0,1,1,1,0,0
1147,673.8225,673.8225,6,6,648.3921428571,648.3921428571,10.7142857143,0,633.9635714286,17,17,1,0,15
812,0.0028571429,0.0028571429,1,1,2.5,2.5,0,0,0,2,2,0,0,0
102,4160.7010714286,2840.9796428572,38,33,4245.9046428572,2803.6757142857,232.1428571429,786.3367857143,202.2496428571,86,58,4,38,6
482,1164.2882142857,1164.2882142857,4,4,494.9642857143,494.9642857143,35.7142857143,265.3214285714,193.9285714286,16,16,1,11,4
55,1124.0460714286,1124.0460714286,5,5,1104.1785714286,1104.1785714286,0,0,1098.5,13,13,0,0,6
66,2135.9771428572,0.0178571429,9,1,12005.1296428571,9965.3857142857,0,962.9582142857,0,23,5,0,14,0
1319,738.46,738.46,2,2,970.5607142857,970.5607142857,0,0,210,8,8,0,0,3
81,0.0732142857,0.0732142857,1,1,3.3928571429,3.3928571429,0,0,0,1,1,0,0,0
1165,385.7160714286,385.7160714286,3,3,343.7482142857,343.7482142857,78.5714285714,93.7482142857,171.4285714286,22,22,6,13,3
1027,478.82,478.82,2,2,462.7439285714,462.7439285714,0,73.6185714286,385.5182142857,18,18,0,12,5
531,0.0021428571,0.0021428571,1,1,107.9857142857,107.9857142857,71.4285714286,36.5571428571,0,10,10,1,9,0
1097,1711.4939285714,1693.2192857143,4,3,799.3678571429,799.3678571429,178.5714285714,87.975,532.8214285714,9,9,1,6,2
712,999.0375,683.7485714286,8,5,948.7114285714,683.7485714286,346.4285714286,0,0,10,5,1,0,0
1379,759.1217857143,759.1217857143,3,3,684.0317857143,684.0317857143,71.4285714286,85.1746428571,527.4285714286,22,22,2,10,10
863,2284.4875,1621.39,23,14,3678.2403571429,2135.0964285714,642.8571428571,1120.1857142857,805.3571428571,55,23,7,18,8
1409,402.9028571429,402.9028571429,2,2,103.4642857143,103.4642857143,0,0,100.0714285714,3,3,0,0,2
59,449.7532142857,449.7532142857,2,2,85.4428571429,85.4428571429,0,0,0,2,2,0,0,0
819,918.7039285714,826.2892857143,5,2,386.0582142857,377.1296428571,0,168.4867857143,46.4285714286,12,9,0,5,2
1549,7446.4714285714,285.8028571429,10,2,8567.4364285714,8567.3382142857,0,84.9096428571,8477.5,14,9,0,1,6
414,838.1967857143,828.2978571429,5,4,402.75,402.75,0,0,399.0714285714,5,5,0,0,4
947,35.7146428571,35.7146428571,2,2,35.7428571429,35.7428571429,7.1428571429,27.35,0,6,6,1,4,0
823,3214.3160714286,3214.3160714286,2,2,3481.5310714286,3481.5310714286,0,1800.7203571429,230.8214285714,52,52,0,44,5
918,0.0014285714,0.0014285714,1,1,40.75,40.75,0,0,38.5714285714,2,2,0,0,1
769,2.4914285714,0.0067857143,2,1,864.3928571429,864.3928571429,0,0,861.8928571429,8,8,0,0,7
988,410.7192857143,410.7192857143,2,2,387.7582142857,387.7582142857,178.5714285714,46.8653571429,157.1428571429,7,7,1,2,3
761,838.6692857143,731.4303571429,7,5,716.1432142857,573.2860714286,78.5714285714,117.4646428571,375.8214285714,21,20,4,9,6
1594,882.075,882.075,2,2,823.3210714286,823.3210714286,714.2857142857,0,105.2139285714,8,8,2,0,5
775,8126.1339285714,3868.2792857143,39,24,8018.5667857143,3906.6807142857,342.8571428571,203.7267857143,1166.0475,57,27,2,5,10
491,6029.9553571429,3751.7153571429,63,48,5773.6010714286,3751.7153571429,0,101.3460714286,1696.0685714286,96,48,0,6,33
966,0,0,0,0,0.8939285714,0.8939285714,0,0,0,1,1,0,0,0
784,824.4085714286,824.4085714286,3,3,1127.25,1127.25,892.8571428571,231.3571428571,0,15,15,7,2,0
295,772.4007142857,772.4007142857,2,2,1095.4292857143,1095.4292857143,1071.4285714286,0,21.8221428571,4,4,2,0,1
262,973.71,973.71,2,2,506.8321428571,506.8321428571,35.7142857143,46.5464285714,417.4285714286,13,13,1,1,10
574,3456.7489285714,2224.0667857143,19,14,3242.4189285714,2116.9239285714,725,0,21.5,24,12,4,0,2
1362,449.4085714286,427.7610714286,6,2,580.8553571429,577.4485714286,410.7142857143,132.3771428571,12.6785714286,23,20,6,10,1
692,1092.6328571429,930.5321428571,13,10,1142.7139285714,980.6467857143,71.4285714286,120.3928571429,567.0103571429,31,25,2,9,9
399,0.0032142857,0.0032142857,1,1,0.8928571429,0.8928571429,0,0,0,1,1,0,0,0
744,1380.6439285714,1296.8960714286,4,3,1395.8942857143,1384.6085714286,71.4285714286,247.0014285714,868.75,37,35,2,12,19
1267,1284.8639285714,1028.7846428572,17,12,1238.0685714286,1028.7846428572,600,0,83.5357142857,32,19,5,0,4
1314,640.7721428571,469.4792857143,11,8,505.2742857143,432.3671428571,146.4285714286,33.2885714286,77.6071428571,22,18,4,5,3
1045,107.1542857143,107.1542857143,3,3,462.7178571429,462.7178571429,0,0,247.1428571429,7,7,0,0,3
1586,210.2146428571,210.2146428571,3,3,210.4035714286,210.4035714286,92.8571428571,27.0107142857,0,5,5,2,1,0
384,87.5003571429,87.5003571429,2,2,88.4439285714,88.4439285714,50,37.3725,1.0714285714,8,8,2,5,1
704,213.3807142857,213.3807142857,3,3,379.3928571429,379.3928571429,0,0,267.7142857143,5,5,0,0,3
786,609.4010714286,608.0382142857,3,2,161.1514285714,161.1514285714,0,160.2585714286,0,17,17,0,16,0
419,1406.4907142857,934.3846428571,7,5,1404.4835714286,934.3846428571,0,0,0,9,5,0,0,0
917,637.1457142857,635.9525,5,4,1283.0714285714,1283.0714285714,785.7142857143,127.8928571429,369.25,14,14,3,3,7
814,1237.5485714286,1222.4489285714,4,3,403.1785714286,403.1785714286,17.8571428571,0,384.6785714286,11,11,1,0,9
60,356.4042857143,356.4042857143,2,2,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
467,223.0225,223.0225,6,6,227.3571428571,227.3571428571,0,0,225.3928571429,3,3,0,0,2
1490,919.2446428571,517.8614285714,9,4,680.9246428571,287.1071428571,0,392.3889285714,286.6785714286,13,5,0,6,4
651,51.2989285714,28.1507142857,3,2,604.4642857143,604.4642857143,0,0,562,5,5,0,0,3
1066,1397.0103571429,1225.6632142857,6,5,931.1646428571,929.3789285714,0,0,739.4146428571,13,12,0,0,9
755,619.9271428571,619.9271428571,2,2,607.75,607.75,107.1428571429,0,138.7142857143,6,6,1,0,3
908,0.2017857143,0.2017857143,1,1,1.9642857143,1.9642857143,0,0,0,1,1,0,0,0
1520,500.0139285714,500.0139285714,2,2,360.2571428571,360.2571428571,0,0,0,3,3,0,0,0
281,2708.7110714286,2708.7110714286,2,2,1388.2142857143,1361.9285714286,771.4285714286,230.1785714286,385.2857142857,11,10,4,3,2
933,1417.8614285714,1417.8614285714,5,5,579.9289285714,579.9289285714,35.7142857143,276.3932142857,267.8214285714,19,19,1,14,4
99,1807.3528571429,1807.3528571429,5,5,1669.2364285714,1669.2364285714,0,951.415,698.7142857143,34,34,0,17,15
1388,900.745,900.5092857143,4,3,932.2860714286,932.2860714286,785.7142857143,0,143.3217857143,17,17,6,0,6
1020,0.0017857143,0.0017857143,1,1,0,0,0,0,0,0,0,0,0,0
934,950.7153571429,907.2246428571,5,3,911.9975,904.3546428571,535.7142857143,44.1046428571,239.0714285714,29,25,8,4,5
967,4622.6917857143,4622.6917857143,9,9,6446.1892857143,6446.1892857143,0,0,4300.975,15,15,0,0,13
473,1190.7082142857,1071.4335714286,3,2,1063.9142857143,1061.8071428572,357.1428571429,526.7357142857,0,20,19,4,13,0
352,421.7639285714,413.0110714286,4,2,424.2260714286,424.2260714286,142.8571428571,196.6903571429,81.2857142857,14,14,1,8,4
916,1096.8389285714,1095.3882142857,6,4,642.7414285714,642.7414285714,0,2.67,623.8928571429,16,16,0,3,10
1579,4713.6453571429,4665.3357142857,4,3,3276.0932142857,3276.0932142857,1571.4285714286,914.9503571429,787.2142857143,25,25,5,10,8
1396,410.7314285714,410.7314285714,2,2,695.9821428571,695.9821428571,457.1428571429,0,235.4464285714,9,9,3,0,5
981,0.0003571429,0.0003571429,1,1,14.2857142857,14.2857142857,14.2857142857,0,0,1,1,1,0,0
1464,757.3003571429,699.8832142857,12,8,479.1289285714,421.8182142857,0,0,361.0082142857,18,16,0,0,11
652,767.0467857143,767.0467857143,2,2,303.01,303.01,177.81,64.2714285714,60.7142857143,12,12,2,6,3
1212,4107.1896428572,4107.1896428572,3,3,337.7107142857,337.7107142857,0,0,0,3,3,0,0,0
471,464.2960714286,464.2960714286,3,3,315.7707142857,315.7707142857,239.2857142857,76.485,0,14,14,7,7,0
199,1480.5939285714,1460.4732142857,4,3,1171.2635714286,1166.9778571429,214.2857142857,130.6135714286,487.5357142857,43,41,4,12,3
423,298.9546428571,298.9546428571,1,1,292.635,292.635,0,0,0,3,3,0,0,0
1488,896.8803571429,815.8592857143,5,4,696.1482142857,689.3625,303.5714285714,67.1125,157.1071428571,24,22,6,8,4
320,0.0071428571,0.0071428571,1,1,0.8939285714,0.8939285714,0,0,0,1,1,0,0,0
742,571.4289285714,571.4289285714,2,2,567.4142857143,567.4142857143,0,0,142.8571428571,4,4,0,0,1
1591,2064.8407142857,1524.1675,10,8,2517.0907142857,1528.6375,0,0,985.3571428571,15,8,0,0,5
137,447.1128571429,447.1128571429,2,2,503.9807142857,503.9807142857,178.5714285714,255.9092857143,67.4285714286,11,11,1,6,3
1297,412.0060714286,412.0060714286,2,2,560.2607142857,560.2607142857,210.7142857143,207.9035714286,140.2142857143,31,31,7,18,5
874,11553.4946428571,11537.6460714286,7,4,11369.8617857143,11356.8817857143,0,16.1203571429,11324.4839285714,17,16,0,1,12
1004,107.1442857143,107.1442857143,2,2,304.6178571429,304.6178571429,0,0,0,4,4,0,0,0
1046,214.2867857143,214.2867857143,2,2,156.4371428571,156.4371428571,0,0,0,4,4,0,0,0
1038,0.0060714286,0.0060714286,1,1,0,0,0,0,0,0,0,0,0,0
