Client,Sex,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
755,0.0,34,55,619.9271428571,619.9271428571,2.0,2.0,607.75,607.75,107.14285714290001,0.0,138.7142857143,6.0,6.0,1.0,0.0,3.0,1,,11.0,,,,590.4103571429,,2165.8228571429,,,,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,32,104,541.4475,541.4475,5.0,5.0,471.8478571429,471.8478571429,0.0,173.4546428571,296.9646428571,24.0,24.0,0.0,20.0,3.0,1,,,,,,1681.3917857142999,,,,,,1.0,0.0,0.0,18.4867857143,0.0,0.0
1298,1.0,26,176,6628.4825,178.5717857143,4.0,2.0,12878.4821428571,21.3392857143,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3,,,,,1.0,40.6971428571,,,,,639.8746428571,0.0,0.0,1.0,0.0,0.0,25.243214285700002
1492,0.0,56,200,482.6446428571,482.6446428571,2.0,2.0,552.3214285714,552.3214285714,410.7142857143,0.0,138.5714285714,8.0,8.0,2.0,0.0,5.0,1,,2.0,,,,6.0578571429,,9021.2510714286,,,,1.0,0.0,0.0,0.8155357143,0.0,0.0
40,0.0,27,33,0.0010714286,0.0010714286,1.0,1.0,18.0357142857,18.0357142857,0.0,0.0,18.0357142857,1.0,1.0,0.0,0.0,1.0,1,,,,,,871.7367857142999,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1074,0.0,21,49,21.428571428599998,21.428571428599998,1.0,1.0,21.2857142857,21.2857142857,0.0,0.0,17.8928571429,2.0,2.0,0.0,0.0,1.0,1,,,,,,1218.1325,,,,,,,,,,,
1413,0.0,31,52,6.4332142857,0.0046428571,2.0,1.0,143.1689285714,143.1689285714,0.0,122.91892857139999,20.25,15.0,15.0,0.0,14.0,1.0,1,1.0,,,,,237.29607142860002,56187.433928571394,,,,,1.0,1.0,0.0,1.6766071429,6.9642857143,0.0
1191,0.0,69,46,797.8167857143,729.4671428571,7.0,2.0,409.9132142857,389.2264285714,300.0,0.0,39.7857142857,19.0,14.0,7.0,0.0,3.0,1,1.0,,,1.0,,907.0853571429,638.6628571429001,,,283.8092857143,,0.0,1.0,1.0,0.0,0.21428571429999999,18.3828571429
66,0.0,62,91,2135.9771428572,0.0178571429,9.0,1.0,12005.1296428571,9965.3857142857,0.0,962.9582142857,0.0,23.0,5.0,0.0,14.0,0.0,1,1.0,1.0,,1.0,,101.32392857139999,4104.8489285714,0.0,,671.9992857143,,0.0,0.0,0.0,0.0,0.0,0.0
1357,1.0,56,14,14.2857142857,14.2857142857,1.0,1.0,14.2857142857,14.2857142857,14.2857142857,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,,,,,,2.4282142856999998,,,,,,,,,,,
1590,0.0,50,52,17970.203928571398,17970.203928571398,28.0,28.0,24382.8028571429,24382.8028571429,2777.4285714285998,3635.7014285714004,17947.3928571429,83.0,83.0,6.0,59.0,14.0,1,,,,,,2622.9875,,,,,,0.0,0.0,1.0,0.0,0.0,4.6071428570999995
1023,1.0,49,150,357.1489285714,357.1489285714,2.0,2.0,869.0296428571,869.0296428571,232.1428571429,184.9939285714,448.3928571429,24.0,24.0,2.0,11.0,10.0,1,,,,,,2916.7925,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
518,1.0,52,115,535.7164285714,535.7164285714,3.0,3.0,556.3642857143,556.3642857143,125.0,358.0428571429,41.6785714286,14.0,14.0,2.0,7.0,2.0,1,,,,,,1704.7117857142998,,,,,,0.0,1.0,1.0,0.0,4.9285714286,12.208214285699999
474,1.0,19,75,723.1857142857001,723.1857142857001,2.0,2.0,761.8928571429,761.8928571429,517.8571428571,0.0,240.7857142857,12.0,12.0,5.0,0.0,3.0,1,,,1.0,,,37.075357142899996,,,0.0,,,,,,,,
1414,1.0,71,49,2695.9571428572,301.3728571429,5.0,3.0,2498.6071428572,2498.6071428572,103.57142857139999,0.0,2392.8571428572,4.0,4.0,1.0,0.0,1.0,1,1.0,,,,,171575.889642857,7309.1682142857,,,,,,,,,,
291,1.0,72,12,690.0385714286,690.0385714286,3.0,3.0,771.9642857142999,771.9642857142999,0.0,0.0,768.5714285714,6.0,6.0,0.0,0.0,5.0,2,,,,,,805.28,,,,,,0.0,1.0,0.0,0.0,6.6071428571,0.0
771,1.0,6,66,402.8667857143,402.8667857143,2.0,2.0,348.1428571429,348.1428571429,196.4285714286,0.0,149.1071428571,5.0,5.0,1.0,0.0,3.0,1,,2.0,,,,17.6257142857,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
1374,1.0,61,150,1653.7196428572,1652.9975,9.0,8.0,1934.1635714285999,1528.49,785.7142857142999,15.5714285714,722.125,31.0,27.0,4.0,1.0,20.0,1,,,1.0,,,0.83,,,0.0,,,,,,,,
1339,0.0,80,86,327.3589285714,327.3589285714,2.0,2.0,449.6535714286,449.6535714286,53.571428571400006,286.9392857143,104.7857142857,22.0,22.0,2.0,12.0,5.0,1,,,,,,8518.8575,,,,,,,,,,,
415,0.0,57,177,107.1432142857,107.1432142857,2.0,2.0,26.8285714286,26.8285714286,14.2857142857,12.542857142899999,0.0,10.0,10.0,2.0,8.0,0.0,1,,,,,,1188.3842857143,,,,,,0.0,1.0,1.0,0.0,16.428571428599998,27.2575
69,0.0,41,17,3851.0192857142997,3851.0192857142997,3.0,3.0,988.4967857142999,988.4967857142999,135.7142857143,199.0821428571,653.7003571429,21.0,21.0,2.0,10.0,9.0,1,,,,,,1909.81,,,,,,1.0,0.0,0.0,42.7166071429,0.0,0.0
1601,0.0,22,139,2021.48,2021.4467857143,6.0,5.0,1024.7910714286,1024.7910714286,0.0,289.7196428571,731.6785714286,12.0,12.0,0.0,7.0,4.0,1,1.0,6.0,,,,0.7253571429000001,12657.74,44575.3521428571,,,,0.0,0.0,0.0,0.0,0.0,0.0
1156,0.0,82,25,1109.7910714286,1109.7910714286,2.0,2.0,433.7142857143,433.7142857143,285.7142857143,0.0,148.0,6.0,6.0,2.0,0.0,4.0,1,,,,,,47.1921428571,,,,,,,,,,,
94,0.0,22,189,527.6478571429,527.3632142857,4.0,3.0,367.0892857143,367.0892857143,232.1428571429,79.0,55.303571428599994,7.0,7.0,1.0,2.0,3.0,1,1.0,,,,,8079.0425,7620.5560714286,,,,,,,,,,
580,1.0,57,40,330.7235714286,330.7232142857,5.0,4.0,129.8214285714,129.8214285714,0.0,28.5714285714,101.0357142857,4.0,4.0,0.0,2.0,1.0,1,1.0,7.0,,,,4.0253571429,16272.202142857099,2510.7528571429,,,,0.0,0.0,0.0,0.0,0.0,0.0
1505,0.0,60,176,284.5535714286,273.7010714286,7.0,2.0,727.4642857142999,725.1071428571,571.4285714286,32.0357142857,116.85714285709999,16.0,12.0,3.0,1.0,6.0,1,3.0,,1.0,1.0,,73.135,3287.6585714285998,,490.5303571429,382.625,,0.0,1.0,0.0,0.0,0.21428571429999999,0.0
957,1.0,92,19,1321.4,1320.5517857143,4.0,3.0,956.1364285714,956.1364285714,346.4285714286,179.7078571429,426.3928571429,20.0,20.0,2.0,7.0,10.0,1,2.0,,1.0,,,125.80642857139999,5069.3157142857,,664.3207142857,,,,,,,,
1172,1.0,11,49,344.9010714286,338.2521428571,4.0,2.0,399.25,399.25,0.0,42.1071428571,357.1428571429,3.0,3.0,0.0,1.0,2.0,1,1.0,1.0,,,,2175.2410714285998,81.8796428571,20497.1589285714,,,,,,,,,
924,1.0,30,135,68371.5421428571,66908.9510714286,10.0,3.0,64608.3614285714,64178.1853571429,0.0,425.6760714286,61955.1039285714,45.0,21.0,0.0,20.0,16.0,1,,,1.0,1.0,,341.5514285714,,,0.0,460.0892857143,,0.0,1.0,0.0,0.0,25.0403571429,0.0
880,1.0,49,64,8.143214285700001,8.143214285700001,2.0,2.0,42.4285714286,42.4285714286,17.8571428571,24.5714285714,0.0,9.0,9.0,2.0,7.0,0.0,1,,,,,,70.5485714286,,,,,,1.0,0.0,0.0,1.2494642857,0.0,0.0
993,1.0,19,38,2443.7292857142997,2437.0292857143,7.0,6.0,3551.0107142857,3551.0107142857,0.0,438.8032142857,3108.8146428571995,25.0,25.0,0.0,12.0,12.0,1,1.0,3.0,,,,2.045,5401.1671428572,0.0,,,,1.0,0.0,0.0,0.2746428571,0.0,0.0
718,1.0,2,13,1075.4146428572,826.0521428571001,13.0,10.0,873.9603571429,826.0521428571001,382.1428571429,0.0,35.7142857143,24.0,15.0,3.0,0.0,1.0,1,,,1.0,,1.0,273.4285714286,,,215.49,,1057.9571428572,1.0,0.0,0.0,8.3017857143,0.0,0.0
680,0.0,37,26,607.3932142857,607.3932142857,2.0,2.0,166.9642857143,166.9642857143,142.8571428571,0.0,21.428571428599998,5.0,5.0,2.0,0.0,1.0,1,,,,,,0.5064285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
935,1.0,46,49,957.4142857142999,643.4035714286,13.0,11.0,977.4142857142999,643.4035714286,171.4285714286,0.0,153.7142857143,21.0,11.0,3.0,0.0,5.0,1,,,1.0,,,2430.9746428572,,,0.0,,,1.0,0.0,0.0,2.3448214286,0.0,0.0
471,1.0,29,38,464.2960714286,464.2960714286,3.0,3.0,315.7707142857,315.7707142857,239.2857142857,76.485,0.0,14.0,14.0,7.0,7.0,0.0,1,,,,,,1923.2803571429001,,,,,,,,,,,
25,1.0,97,181,813.67,813.67,4.0,4.0,325.2178571429,325.2178571429,121.42857142860001,202.5392857143,0.0,19.0,19.0,5.0,13.0,0.0,1,,,,,,79.3810714286,,,,,,,,,,,
1035,1.0,32,145,923.1692857142999,922.0932142857001,4.0,3.0,342.6785714286,342.6785714286,178.5714285714,0.0,159.5,7.0,7.0,1.0,0.0,5.0,3,1.0,1.0,,,,104.60178571430001,4644.8207142857,15094.395,,,,0.0,0.0,1.0,0.0,0.0,15.6785714286
568,1.0,42,151,18.2992857143,0.0010714286,4.0,1.0,5.9285714286,3.5714285714,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1,,,,1.0,,809.9760714286,,,,325.6457142857,,0.0,1.0,0.0,0.0,5.3560714286,0.0
1293,1.0,31,151,16961.9910714286,15080.345,22.0,14.0,17111.0471428571,15266.0592857143,185.7142857143,0.0,13195.821428571398,23.0,15.0,1.0,0.0,5.0,1,1.0,,1.0,,,465.54678571430003,257.125,,0.0,,,0.0,1.0,1.0,0.0,89.7610714286,11.5460714286
492,1.0,24,139,520.0707142857,490.2910714286,8.0,3.0,1111.1189285714,966.0689285714,278.5714285714,0.0,663.9285714286,34.0,25.0,11.0,0.0,6.0,1,,,,1.0,,8846.8257142857,,,,0.4642857143,,0.0,1.0,1.0,0.0,13.2142857143,1.0714285714
933,1.0,17,102,1417.8614285714002,1417.8614285714002,5.0,5.0,579.9289285714,579.9289285714,35.7142857143,276.39321428569997,267.8214285714,19.0,19.0,1.0,14.0,4.0,1,,,1.0,,,1624.8632142857,,,0.0,,,,,,,,
1078,1.0,27,169,690.9242857142999,690.9242857142999,3.0,3.0,699.9678571428999,699.9678571428999,209.82,327.1167857143,151.7857142857,50.0,50.0,10.0,29.0,1.0,1,,,,,,111.1732142857,,,,,,0.0,0.0,1.0,0.0,0.0,9.285714285700001
486,0.0,43,195,0.0653571429,0.0653571429,1.0,1.0,5.5357142857,5.5357142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,1815.5228571429002,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1213,0.0,36,152,2035.0546428572,2035.0546428572,11.0,11.0,1494.7142857142999,1494.7142857142999,1285.7142857142999,0.0,204.9642857143,17.0,17.0,8.0,0.0,5.0,1,,,1.0,,,1615.3417857143,,,0.0,,,0.0,1.0,0.0,0.0,2.3928571429,0.0
266,0.0,42,34,359.8260714286,359.8260714286,2.0,2.0,424.3682142857,424.3682142857,339.2857142857,28.653571428600003,52.821785714300006,11.0,11.0,5.0,3.0,2.0,1,,,,,,1033.0778571429,,,,,,,,,,,
1573,1.0,69,181,3912.39,1822.7685714286,22.0,10.0,2271.4657142857,1227.4139285714,125.0,256.8389285714,806.0357142857001,46.0,19.0,6.0,18.0,8.0,1,1.0,,1.0,1.0,,0.7410714286,2089.9389285714,,0.0,274.7428571429,,0.0,1.0,0.0,0.0,5.1428571429000005,0.0
1031,0.0,40,172,583.5907142857,506.7171428571,3.0,2.0,673.2857142857,664.1785714286,535.7142857143,14.2857142857,0.0,11.0,9.0,3.0,1.0,0.0,1,,,,,1.0,173.2639285714,,,,,2529.5685714286,,,,,,
735,0.0,23,53,326.2867857143,326.2867857143,6.0,6.0,339.9357142857,339.9357142857,214.2857142857,104.75714285709999,16.5,20.0,20.0,6.0,8.0,1.0,1,,,,,,188.9946428571,,,,,,1.0,0.0,0.0,4.37375,0.0,0.0
930,1.0,26,117,1.6575,0.0292857143,2.0,1.0,1.9642857143,1.9642857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,,,,,849.1971428571001,4113.7703571429,,,,,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,20,46,9.4942857143,0.0653571429,2.0,1.0,1414.7142857142999,1414.7142857142999,0.0,0.0,1414.7142857142999,4.0,4.0,0.0,0.0,4.0,1,1.0,,,,,86.61035714290001,0.1103571429,,,,,1.0,0.0,0.0,1.5814285713999998,0.0,0.0
1051,0.0,34,102,10714.2025,1583.3296428572,16.0,4.0,10748.3392857143,1220.7335714286,321.4285714286,7.1071428571,233.1428571429,29.0,17.0,1.0,1.0,9.0,1,,,1.0,1.0,1.0,0.0,,,0.0,156.4192857143,310.2007142857,,,,,,
647,0.0,68,28,250.0028571429,250.0028571429,2.0,2.0,240.9571428571,240.9571428571,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,,,,,,362.4582142857,,,,,,,,,,,
659,1.0,40,130,750.0021428571,750.0021428571,2.0,2.0,798.3071428571001,798.3071428571001,0.0,0.0,189.9285714286,5.0,5.0,0.0,0.0,2.0,2,,,,,,1058.2935714286,,,,,,,,,,,
757,1.0,50,108,1183.3957142857,1183.3957142857,5.0,5.0,1117.8821428572,1117.8821428572,535.7142857143,0.0,363.8928571429,7.0,7.0,2.0,0.0,2.0,1,,,,,,1202.235,,,,,,1.0,0.0,0.0,9.9398214286,0.0,0.0
1503,0.0,52,144,730.5178571429,655.8403571429,11.0,4.0,771.6846428571,644.6192857143,357.1428571429,52.5725,82.1428571429,21.0,11.0,2.0,4.0,3.0,1,,,1.0,1.0,,93.58285714290001,,,0.0,816.3596428571001,,,,,,,
687,1.0,43,57,2610.36,2610.36,5.0,5.0,1199.0325,1199.0325,22.5571428571,180.3271428571,988.5357142857001,20.0,20.0,1.0,8.0,9.0,2,,,,,,338.5896428571,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1401,0.0,51,81,2471.1089285714,2460.435,8.0,7.0,4216.8214285714,4216.8214285714,1428.5714285714002,341.6785714286,2444.4285714285998,17.0,17.0,1.0,2.0,13.0,1,1.0,,,,,881.6421428571001,1430.1460714286,,,,,0.0,0.0,0.0,0.0,0.0,0.0
915,0.0,59,180,558.9314285714,558.9314285714,2.0,2.0,664.5357142857,664.5357142857,178.5714285714,0.0,485.1071428571,10.0,10.0,1.0,0.0,8.0,1,,1.0,1.0,,,33.4321428571,,13680.2771428571,175.59964285709998,,,1.0,0.0,0.0,3.4905357143,0.0,0.0
1431,1.0,19,231,714.2953571428999,714.2953571428999,2.0,2.0,668.4892857143,668.4892857143,0.0,0.0,535.7142857143,5.0,5.0,0.0,0.0,1.0,1,,,,,,1046.3171428572,,,,,,0.0,0.0,1.0,0.0,0.0,16.4764285714
1496,1.0,28,103,16998.3196428571,16282.3121428571,11.0,5.0,15672.7028571429,14746.0057142857,596.4285714286,936.6075,13419.3703571429,84.0,22.0,3.0,60.0,15.0,1,,,,1.0,,3574.4046428571996,,,,-8.2832142857,,1.0,0.0,0.0,5.77125,0.0,0.0
656,0.0,62,45,1080.7410714286,1074.115,3.0,2.0,968.3132142857,968.3132142857,0.0,663.4392857143,301.4810714286,13.0,13.0,0.0,8.0,4.0,1,1.0,,,,,26.7607142857,6120.5889285714,,,,,,,,,,
1410,1.0,41,85,1.5789285713999999,0.0010714286,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,,,,47767.963571428605,20635.0446428571,,,,,,,,,,
59,1.0,32,149,449.7532142857,449.7532142857,2.0,2.0,85.4428571429,85.4428571429,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,,,,,5676.2464285714,,,,,,,,,,,
773,1.0,68,42,0.0025,0.0025,1.0,1.0,934.3582142857001,934.3582142857001,285.7142857143,643.1071428571,0.0,9.0,9.0,2.0,4.0,0.0,1,,,,,,1693.1764285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
701,1.0,39,151,168.465,168.4646428571,4.0,3.0,179.0571428571,179.0571428571,153.5714285714,14.771428571400001,10.714285714299999,7.0,7.0,3.0,3.0,1.0,3,1.0,,,,,0.0,34394.5557142857,,,,,,,,,,
589,0.0,39,150,1824.7728571429002,1803.7814285714,6.0,5.0,1115.2857142857001,1115.2857142857001,0.0,0.0,1115.2857142857001,7.0,7.0,0.0,0.0,7.0,1,1.0,,1.0,,,168.18785714290001,2.1517857143,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1317,1.0,39,176,1077.4371428572001,1077.4371428572001,6.0,6.0,743.3117857143,743.3117857143,178.5714285714,471.5260714286,89.82142857139999,35.0,35.0,2.0,29.0,3.0,1,,,,,,435.1732142857,,,,,,1.0,0.0,0.0,5.9876785714,0.0,0.0
1430,1.0,62,87,988.2214285714,988.2214285714,12.0,12.0,1365.2553571429,1365.2553571429,0.0,122.64821428569999,1239.2142857142999,16.0,16.0,0.0,7.0,8.0,1,,,1.0,,,3016.4310714286,,,712.4285714286,,,,,,,,
1095,1.0,26,144,6996.08,6996.08,6.0,6.0,1510.025,1510.025,500.0,107.8107142857,900.25,15.0,15.0,1.0,2.0,11.0,1,,11.0,,,,1180.3325,,6541.0275,,,,,,,,,
381,0.0,81,19,8712.4478571429,8712.4478571429,7.0,7.0,4236.8021428572,4236.8021428572,507.6785714286,92.85714285709999,3609.2639285714004,28.0,28.0,2.0,1.0,21.0,1,,,,,,10.5282142857,,,,,,,,,,,
1085,0.0,32,103,4011.9996428572,2849.8675,19.0,15.0,3684.0732142857,2489.4925,850.0,310.6753571429,134.2857142857,34.0,21.0,4.0,8.0,4.0,1,,,1.0,,1.0,0.5360714286,,,0.0,,1384.7114285714001,1.0,0.0,0.0,3.7639285713999997,0.0,0.0
121,1.0,25,31,2883.9507142857,2502.4667857143,9.0,5.0,2519.9064285714003,1147.4642857142999,71.4285714286,1372.4421428572,727.1428571429,45.0,19.0,1.0,26.0,17.0,1,1.0,1.0,1.0,1.0,,37.8214285714,541.4121428571,329.6078571429,98.1407142857,2.3571428571,,,,,,,
1419,0.0,35,59,785.5635714286,784.9310714286,3.0,2.0,601.0714285714,601.0714285714,428.5714285714,0.0,172.5,5.0,5.0,3.0,0.0,2.0,1,1.0,,1.0,,,3499.6196428572,35787.105714285695,,331.2139285714,,,,,,,,
665,0.0,44,153,4422.4310714286,4422.4310714286,13.0,13.0,8875.0160714286,8875.0160714286,0.0,0.0,1719.5571428572,15.0,15.0,0.0,0.0,11.0,1,,,,,,370.6532142857,,,,,,,,,,,
524,0.0,23,153,395.3060714286,395.3060714286,2.0,2.0,1253.0357142857001,1253.0357142857001,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,9.0,,,,57.611785714300005,,3571.4285714285998,,,,,,,,,
303,0.0,32,87,3678.5264285714,2676.0028571429,28.0,21.0,3984.0407142857002,2676.0028571429,232.1428571429,347.6157142857,756.6785714286,67.0,39.0,3.0,20.0,14.0,3,,,1.0,1.0,,3032.8325,,,277.9878571429,251.9357142857,,0.0,0.0,1.0,0.0,0.0,5.1785714286
439,1.0,67,104,0.0175,0.0175,1.0,1.0,0.8928571429000001,0.8928571429000001,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,26.425,,,,,,,,,,,
991,0.0,42,68,2136.0742857143,2136.0742857143,3.0,3.0,2172.2992857143,2172.2992857143,250.0,332.5492857143,1584.6785714285998,47.0,47.0,6.0,23.0,16.0,1,,,,,,37.6589285714,,,,,,,,,,,
355,0.0,43,36,,,,,,,,,,,,,,,1,,,,,,174.485,,,,,,,,,,,
611,0.0,35,181,4093.2264285714,2704.8742857142997,23.0,17.0,4105.462857142899,2704.8742857142997,0.0,165.9942857143,452.6785714286,36.0,21.0,0.0,9.0,3.0,1,,,1.0,,1.0,943.8375,,,0.0,,2515.4192857143,1.0,0.0,1.0,17.25375,0.0,10.3867857143
1022,0.0,71,53,993.8957142857,712.3228571428999,8.0,2.0,951.3925,712.8257142857001,300.0,253.5667857143,120.85714285709999,34.0,10.0,3.0,22.0,4.0,1,,,,1.0,,375.5846428571,,,,1055.2010714286,,0.0,0.0,0.0,0.0,0.0,0.0
1354,0.0,17,142,214.2860714286,214.2860714286,2.0,2.0,194.8,194.8,0.0,25.4428571429,0.0,8.0,8.0,0.0,5.0,0.0,1,,,,,,21425.3114285714,,,,,,,,,,,
649,1.0,21,39,3536.4764285714,2726.8682142857,31.0,26.0,3563.4496428571997,2728.2967857143,321.4285714286,403.4207142857,713.1857142857001,60.0,41.0,5.0,16.0,12.0,1,,,1.0,,,15377.3539285714,,,0.0,,,0.0,1.0,0.0,0.0,3.0,0.0
635,1.0,35,44,7.143214285700001,7.143214285700001,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,0.0,,,,,,,,,,,
652,0.0,50,112,767.0467857143,767.0467857143,2.0,2.0,303.01,303.01,177.81,64.27142857140001,60.714285714300004,12.0,12.0,2.0,6.0,3.0,1,,,,,,5885.1864285714,,,,,,,,,,,
1370,0.0,27,8,375.5528571429,375.5528571429,5.0,5.0,296.2607142857,296.2607142857,39.2857142857,102.76071428569999,153.7857142857,12.0,12.0,3.0,6.0,1.0,1,,,,1.0,,340.855,,,,712.2960714286,,,,,,,
623,1.0,39,129,5226.257857142899,5226.257857142899,5.0,5.0,4476.5278571429,4476.5278571429,0.0,343.9207142857,4129.7857142857,26.0,26.0,0.0,16.0,9.0,1,,,,,,1607.2757142857001,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
459,1.0,41,154,782.9675,782.9675,2.0,2.0,582.8285714286,582.8285714286,53.571428571400006,0.0,522.2928571429001,17.0,17.0,1.0,0.0,13.0,1,,,,,,8.9978571429,,,,,,,,,,,
1068,0.0,46,24,2312.1521428572,2234.5089285714002,8.0,3.0,1899.0132142857,1821.4039285714002,766.0957142857001,251.6907142857,414.6071428571,25.0,21.0,3.0,6.0,5.0,1,,,,1.0,,3002.5039285714,,,,1020.8460714286,,0.0,0.0,0.0,0.0,0.0,0.0
1446,1.0,46,106,,,,,,,,,,,,,,,1,,,,,,323.6457142857,,,,,,,,,,,
1397,0.0,18,81,0.015,0.015,1.0,1.0,276.6582142857,276.6582142857,250.0,0.0,23.2653571429,5.0,5.0,2.0,0.0,2.0,1,,,,,,2.6232142857,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1222,1.0,21,39,405.6907142857,405.6907142857,5.0,5.0,438.3996428571,438.3996428571,71.4285714286,279.8285714286,83.7496428571,15.0,15.0,1.0,7.0,6.0,1,,,,,,21770.8125,,,,,,,,,,,
1322,0.0,63,52,836.6082142857001,836.6082142857001,2.0,2.0,811.8264285714,811.8264285714,207.1428571429,136.705,338.9285714286,15.0,15.0,1.0,6.0,5.0,1,,2.0,1.0,,,454.6960714286,,0.0,93.72678571430001,,,0.0,1.0,0.0,0.0,14.2857142857,0.0
485,0.0,10,181,571.4332142857,571.4332142857,2.0,2.0,563.6964285714,563.6964285714,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1,,,,,,1748.5053571429,,,,,,,,,,,
1372,0.0,10,176,21.7317857143,0.0028571429,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,224.7582142857,549.0392857143,,,,,0.0,0.0,1.0,0.0,0.0,10.464285714299999
304,1.0,78,49,638.2753571429,553.2171428571,3.0,2.0,942.1785714286,925.8214285714,589.2857142857,102.5,0.0,14.0,12.0,7.0,1.0,0.0,1,,,,,1.0,1354.99,,,,,7570.7839285714,0.0,0.0,1.0,0.0,0.0,20.071428571400002
1209,0.0,50,19,1035.7157142857,1035.7157142857,2.0,2.0,1095.9321428572,1095.9321428572,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,,,,,,588.7410714286,,,,,,0.0,0.0,1.0,0.0,0.0,9.4285714286
1124,0.0,55,152,392.2278571429,392.2278571429,3.0,3.0,693.7857142857001,693.7857142857001,535.7142857143,0.0,158.0714285714,6.0,6.0,2.0,0.0,4.0,1,,,,,,4570.1346428572,,,,,,,,,,,
830,0.0,23,65,998.245,998.245,2.0,2.0,974.8242857142999,974.8242857142999,428.5714285714,171.2171428571,374.8214285714,24.0,24.0,6.0,15.0,2.0,1,,,,,,21.3625,,,,,,,,,,,
717,0.0,24,147,407.1585714286,407.1585714286,2.0,2.0,430.425,430.425,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2,,,,,,3136.7346428571996,,,,,,,,,,,
854,1.0,26,47,554.5521428571,554.0432142857,3.0,2.0,764.5360714286,764.5360714286,542.8571428571,21.3571428571,195.7860714286,7.0,7.0,2.0,1.0,3.0,1,1.0,4.0,1.0,,,1860.2396428572001,851.0614285714,342.5960714286,0.0,,,,,,,,
1589,1.0,20,22,0.03,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,,,,5.2803571429,,6823.557142857199,,,,,,,,,
372,1.0,39,172,178.5725,178.5725,2.0,2.0,119.82142857139999,119.82142857139999,117.85714285709999,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1,2.0,,,,,21493.7196428571,6884.0117857143005,,,,,1.0,1.0,1.0,24.5458928571,1.7867857143,17.2142857143
1539,1.0,76,3,908.6907142857001,491.60964285709997,9.0,2.0,1064.2939285714,497.42964285709996,53.571428571400006,359.7928571429,25.0,16.0,4.0,1.0,7.0,1.0,1,3.0,,1.0,1.0,,46.25,8.480714285700001,,0.0,1.4285714286000002,,0.0,0.0,0.0,0.0,0.0,0.0
1570,0.0,70,7,292.6496428571,292.6496428571,3.0,3.0,355.5357142857,355.5357142857,353.5714285714,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1109,1.0,25,46,0.0,0.0,0.0,0.0,1.2182142857,1.2182142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,1706.4196428572,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,47,61,0.0025,0.0025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,1.0,,,0.0,,,0.0,,,,,,,,
